lat;lon;x;y;z;val;dqc;
 55.3562;9.22066;-367857;-835798;NA;18.8;1;
 62.2645;26.2013;576777;-31424;88;16;0;
 56.1632;10.2283;-297149;-750904;60;19.4;0;
 59.6384;17.8499;160390;-370447;37;22.8;0;
 61.2992;12.2207;-148432;-185940;611;20.9;0;
 61.7246;23.8102;462732;-110081;95;16.9;0;
 59.7623;9.82759;-289771;-348542;193;17.3;0;
 61.2435;7.64972;-392525;-172886;56.1525;19.3;0;
 62.7828;6.99781;-405918;1138;89.8;29.5;0;
 58.7688;5.84064;-527663;-433259;135;23.8;4;
 59.4053;17.5592;145072;-397080;13;24.2;0;
 57.0554;9.89408;-310004;-649830;8;19.5;0;
 57.7533;11.821;-189284;-579510;34;17;0;
 59.9322;10.8773;-229843;-333912;NA;23;1;
 59.7201;17.7835;156262;-361520;NA;23.1;1;
 58.7247;5.64754;-539422;-436522;35;14.9;0;
 55.4024;11.2147;-240817;-840070;2;19.3;4;
 55.6862;12.5356;-155616;-812371;74;20.8;0;
 61.4402;23.856;469466;-141084;80;20.2;0;
 58.0454;12.6525;-138611;-549057;113;22.3;0;
 57.9827;11.5491;-204085;-553107;14;18.7;0;
 59.3232;13.4664;-87167;-408075;NA;23.7;1;
 58.4238;15.517;30194;-509251;67;21.9;0;
 62.3815;6.53951;-434889;-40125;128;30.2;4;
 55.7606;12.9997;-126061;-805057;11;17.1;0;
 56.1373;9.59965;-336453;-750697;24;20.3;0;
 59.8856;10.6269;-244134;-338167;12.2589;23.9;0;
 59.2616;10.7473;-242016;-407972;11;19.1;0;
 63.7257;9.60066;-265479;91848;7;28.4;0;
 59.2281;10.9122;-232882;-412306;5;19.9;0;
 56.3356;10.6765;-267986;-733627;NA;19;1;
 62.1488;6.12167;-459795;-62861;NA;26.3;1;
 56.381;9.61821;-333019;-723616;49;20;0;
 59.9417;10.5846;-246063;-331774;122;23.7;0;
 59.4643;17.9189;165150;-389646;15;23.8;0;
 59.8465;17.632;147185;-347813;30;25;0;
 60.1881;24.9212;546920;-270517;79.3369;21.6;0;
 67.2997;14.856;-6198;478579;0;21.3;0;
 59.3571;18.164;179595;-400918;0;22.6;0;
 55.441;11.6529;-212740;-837295;91;20.2;0;
 59.9126;10.9582;-225476;-336377;0;20.1;0;
 69.9621;19.1817;160509;781418;75;11.3;0;
 59.1408;10.2113;-273467;-419251;NA;17.4;1;
 59.8984;10.5876;-246227;-336596;NA;21.7;1;
 59.7296;10.5089;-251924;-355043;NA;21;1;
 61.4753;10.1382;-258004;-159801;NA;19.7;1;
 59.3321;18.2406;184079;-403483;56;24.5;0;
 59.9541;10.6609;-241725;-330686;183.173;21.2;0;
 62.1537;6.06606;-462581;-61922;NA;25;1;
 59.8223;10.3237;-261544;-344007;206;19.6;0;
 59.1981;17.7858;158909;-419611;27;22.4;0;
 55.58;12.276;-172503;-823599;8;18.5;0;
 54.6596;11.9566;-197600;-925823;4;23.4;0;
 62.6735;8.56611;-327877;-19889;10;27.2;0;
 58.6639;6.71985;-478810;-451728;69;17.7;0;
 56.3107;10.4129;-284496;-735274;73;19.6;0;
 59.7495;5.4466;-534025;-321886;17;17.9;0;
 55.7526;12.4009;-163816;-804603;NA;18.6;1;
 59.112;17.7812;159062;-429208;57;21.3;0;
 59.9044;5.62595;-521566;-306295;16;18.7;0;
 61.1078;25.9996;588393;-159994;140;22.1;0;
 65.0839;25.4551;487949;271526;17;17.3;0;
 58.8525;5.75669;-531130;-423332;102;27.7;4;
 55.7401;12.363;-166261;-805905;37;18.9;0;
 59.4615;10.2368;-269370;-383726;94;16.7;0;
 63.2594;18.8246;191243;34533;23;17.9;0;
 55.5761;12.2845;-171984;-824059;6;18.2;0;
 59.4072;5.28852;-548531;-358256;29;15.4;0;
 59.9837;12.3718;-146349;-332557;154;23.5;0;
 55.6696;12.3697;-166162;-813814;16.3844;19.9;0;
 59.9179;10.7098;-239273;-334890;33;21;0;
 59.9373;10.7002;-239664;-332699;76;19.9;0;
 62.4317;6.42505;-439996;-33813;NA;27.4;1;
 55.5914;12.1804;-178497;-822062;NA;18.2;1;
 65.4738;12.2206;-128375;277936;1;26.6;5;
 60.2392;24.8351;541344;-265624;30;19.1;0;
 55.699;12.5863;-152362;-811059;5;17.6;0;
 59.1286;10.2104;-273620;-420603;NA;17.3;1;
 57.0071;9.92458;-308582;-655358;NA;21.2;1;
 60.2622;25.0017;550044;-261680;26;22.4;0;
 59.9364;10.7104;-239103;-332837;67;20.6;0;
 58.9669;5.69928;-532568;-410238;NA;15.8;1;
 60.2887;24.735;535045;-261015;34;17.5;0;
 62.7406;7.18862;-396856;-4710;28;52.9;4;
 63.5206;22.5178;371893;79653;12;17.4;5;
 55.4838;13.5097;-94646;-836939;51;17.1;0;
 59.9489;10.7741;-235466;-331684;8;20.7;0;
 59.6156;10.7474;-239404;-368622;80;21;0;
 55.3974;13.6003;-89104;-846751;NA;16.4;1;
 65.6221;22.1515;327904;309921;6;15.4;0;
 59.9384;10.7642;-236094;-332814;64;21.9;0;
 60.226;24.8375;541699;-267056;27;22.5;0;
 55.6464;12.4952;-158339;-816729;5;20.1;0;
 60.2225;24.6532;531686;-268980;36;23.5;4;
 61.2747;23.7426;465987;-160147;82;18.7;0;
 63.8537;20.3151;260171;105689;36;17.1;0;
 59.0066;10.0332;-284772;-433391;NA;21.6;1;
 59.3025;8.41641;-373817;-392268;705;11.3;0;
 60.6082;15.0849;4637;-266029;174;17;0;
 54.9367;8.87262;-394422;-880588;3;19.9;0;
 59.5209;10.698;-242886;-378962;42;18.4;0;
 59.9315;10.4871;-251568;-332530;145;20.7;0;
 61.832;16.064;55859;-129422;123;19;0;
 60.4197;4.97074;-548824;-244126;NA;18.6;1;
 55.6651;12.5839;-152656;-814849;3;17.8;0;
 63.4829;10.9578;-200549;60002;142;24.6;4;
 56.187;9.60746;-335502;-745195;101.765;20.2;0;
 59.7717;10.8155;-234445;-351525;116;22.8;0;
 59.4511;18.0234;171128;-390841;29;22;0;
 62.6242;9.47745;-282028;-29669;656;23.3;0;
 59.1186;11.3843;-206702;-426100;8;21.2;0;
 60.4118;7.28435;-423023;-262482;750;13.4;0;
 66.3029;14.1294;-38973;367739;23;21.5;0;
 54.8017;10.6872;-278844;-905192;16;20.4;0;
 59.9357;10.9045;-228304;-333620;216;20.9;0;
 59.863;17.6234;146630;-345997;18;21.9;0;
 63.9426;20.1516;251394;114892;NA;17.1;1;
 58.642;11.3389;-212318;-478994;16.7078;15.9;0;
 63.2702;28.0494;648185;96040;99;18.8;5;
 62.7384;7.1322;-399738;-4604;49;25.4;0;
 64.7513;11.2924;-175838;199837;NA;22.8;1;
 59.1324;10.1993;-274221;-420134;43;17.6;0;
 66.8893;18.0736;134421;436028;NA;18.2;1;
 61.8443;27.706;662480;-62853;120;17.7;5;
 59.1516;9.67629;-303854;-415650;16;16;0;
 55.4604;13.0933;-121162;-838862;NA;16.5;1;
 68.3877;16.8413;75760;601101;99;13.9;0;
 62.127;25.1848;527308;-55231;120;18.8;0;
 57.8899;11.9901;-178509;-564763;NA;20.6;1;
 69.2702;15.9571;37915;698979;75.2;15.8;4;
 59.1721;17.4312;138802;-423326;53;23.4;0;
 59.3887;17.8045;159049;-398348;35;27.8;4;
 62.8857;11.8934;-157378;-8907;NA;21.6;1;
 59.8146;10.7788;-236185;-346623;NA;22;1;
 61.1263;10.4443;-244537;-199717;169;24.3;0;
 59.7609;5.46897;-532596;-320816;46;17.3;0;
 62.9141;7.43217;-382275;12969;NA;25.2;1;
 55.8591;12.5019;-156991;-792935;53;17.4;0;
 60.1371;24.6695;534001;-278245;NA;28.3;1;
 58.9997;10.0304;-284992;-434146;51;18;0;
 60.142;5.36609;-531969;-278000;4;18.2;0;
 64.5123;11.2206;-180801;173495;7;23.2;0;
 60.3766;25.026;549392;-248893;45;19.5;0;
 55.7943;12.4547;-160242;-800071;35;17.5;0;
 57.1125;12.2986;-163871;-652320;30;18.8;0;
 69.67;18.9308;152891;748138;36;11.2;0;
 60.1447;11.1609;-212640;-311274;191;27.5;3;
 55.474;9.48191;-350139;-824102;37;23.2;0;
 63.3956;10.4193;-227914;52110;117;24;0;
 61.3377;10.1234;-259948;-175003;832;18.3;0;
 56.4683;13.0258;-121985;-725919;15;16.5;0;
 55.3649;12.4151;-164668;-848054;11;17.4;0;
 61.3433;16.629;86892;-183141;105;17.6;0;
 62.5435;12.5456;-125809;-48360;607;20.8;0;
 63.4294;10.5092;-223186;55544;NA;22.4;1;
 61.256;24.0582;482991;-159879;104;18.5;0;
 56.7519;16.2977;79551;-695269;10;17.6;0;
 55.6417;12.0454;-186779;-816048;30;18.2;0;
 59.957;10.6625;-241614;-330370;209;21.2;0;
 61.2834;10.4091;-245176;-182150;520;24.1;0;
 55.9803;12.1731;-177045;-778519;20;17.8;0;
 56.431;10.3861;-285190;-721729;11;21.6;0;
 61.9156;6.01938;-468669;-87807;15;22.4;0;
 60.3832;5.31693;-530635;-251046;NA;18.6;1;
 58.54;15.0275;1601;-496413;104;25.8;4;
 58.9902;16.1742;67420;-445607;55;22.7;0;
 55.3952;10.427;-290909;-837619;12.8656;24.1;0;
 60.4404;5.45912;-521959;-245914;30;19.3;0;
 59.343;18.0406;172670;-402825;40;24;0;
 59.8547;10.8103;-234135;-342283;135;22.5;0;
 55.8419;9.24246;-361607;-781712;89;18.2;0;
 61.0657;9.14551;-314694;-200789;NA;20.9;1;
 59.5964;10.7587;-238910;-370798;83.9988;20.2;0;
 56.1958;15.5257;32737;-758151;-32;17.3;1;
 59.1282;9.64427;-305895;-418097;36;17.9;0;
 60.2782;5.41687;-526934;-263425;NA;18.4;1;
 59.3945;17.8132;159514;-397681;32;24;0;
 56.1542;10.137;-302899;-751483;48;20.8;0;
 59.9211;10.6943;-240113;-334477;17;21.4;0;
 59.5533;10.588;-248840;-374941;45;18;0;
 61.8295;28.781;718054;-52924;NA;21.5;1;
 60.3935;5.44353;-523579;-250950;130;18.2;0;
 59.9155;10.618;-244404;-334812;72;21.5;0;
 58.7797;6.31696;-500231;-435862;204;19.8;0;
 59.7389;9.87148;-287525;-351337;26;18;0;
 62.4432;6.20236;-451178;-31003;NA;22.6;1;
 66.406;14.4633;-23930;379060;50;21;0;
 60.41;25.1129;553532;-244475;41;20.4;0;
 59.0958;10.1072;-279782;-423804;83;16.2;0;
 58.5251;8.88955;-355258;-481183;4;15.1;0;
 59.9393;13.0975;-106099;-338923;178;23.8;0;
 59.1675;5.87718;-519289;-389566;-23.364;18.2;1;
 58.9526;5.69928;-532797;-411815;63;14.8;0;
 60.3154;25.001;549088;-255836;59;19.7;0;
 58.8742;5.73841;-531826;-420787;NA;15.3;1;
 59.9679;10.9223;-227085;-330105;175;21.4;0;
 60.2707;11.667;-183908;-298829;146;23.4;0;
 61.3273;12.1598;-151544;-182675;782;20.2;0;
 60.4792;22.3745;403545;-257224;35;20.6;0;
 59.9691;10.9302;-226638;-330000;211;20.8;0;
 56.1551;9.80178;-323727;-749749;86;21.3;0;
 59.8726;10.5384;-249167;-339272;27;20;0;
 55.0366;9.42054;-358274;-872632;2;20.9;0;
 63.492;9.76717;-259422;65270;98;22.4;0;
 55.1102;11.8821;-199982;-875079;31;22.9;4;
 56.267;10.071;-306036;-738582;41;19.4;0;
 59.7816;7.31444;-429747;-332341;898;11.6;0;
 64.9918;25.5957;496133;262491;19;18.2;0;
 59.1767;11.0127;-227519;-418382;11;22.8;0;
 63.45;10.4612;-225406;57996;21;23.6;0;
 58.9903;13.0965;-109284;-444593;NA;24.2;1;
 59.3238;10.7944;-238887;-401233;16;18.4;0;
 65.617;22.1483;327821;309340;9;16.3;0;
 59.9448;10.7723;-235596;-332132;107;23.2;0;
 55.6288;12.2792;-172069;-818144;19;17.6;0;
 60.0459;5.18505;-543515;-287063;34;17;0;
 60.863;8.49135;-352021;-219847;905;15.3;0;
 55.7596;12.467;-159622;-803986;34;18;0;
 59.2777;18.0869;175646;-409967;NA;25.7;1;
 66.3167;14.1592;-37619;369259;NA;30.7;1;
 59.1518;10.3396;-266065;-418567;9;17.1;0;
 61.8632;8.67319;-331289;-110104;NA;25.2;1;
 56.2636;10.3042;-291611;-740045;49;21;0;
 62.7606;22.8731;399704;-2121;70;17.3;0;
 57.7093;11.6827;-197765;-584000;NA;17.8;1;
 66.5239;13.1782;-80848;393240;2;17.5;5;
 58.8894;17.9189;168057;-453643;39;21.2;0;
 55.6351;12.0846;-184336;-816900;NA;18.1;1;
 58.8965;5.71532;-532785;-418136;42;19.7;4;
 55.403;11.372;-230816;-840580;NA;24.9;1;
 61.2674;12.3284;-142830;-189718;416;25.3;0;
 59.913;10.7794;-235433;-335692;55;21.1;0;
 58.2057;11.4813;-206730;-528044;NA;19.2;1;
 59.1314;10.1763;-275541;-420146;NA;15.8;1;
 60.4607;25.5735;577597;-234854;16;21.7;0;
 58.0043;12.1593;-167917;-552465;5;17.8;0;
 59.8681;10.541;-249057;-339782;14;22.2;0;
 59.6822;9.6532;-300260;-356633;192;17.2;0;
 58.9976;5.65327;-534688;-406470;15;15.9;0;
 54.7661;11.8804;-201964;-913643;6;22.1;0;
 63.2404;10.1674;-241720;35818;171;23.2;0;
 59.5111;8.65441;-358059;-370500;NA;12.7;1;
 55.4758;11.7034;-209334;-833565;32;17.3;0;
 62.3233;5.62994;-482268;-40049;22;19.8;0;
 59.5197;13.3137;-95270;-385974;117;23.1;0;
 63.1112;7.74943;-363853;32900;32;27.1;0;
 58.1703;8.08585;-406062;-515800;12;18;0;
 60.5349;9.0555;-324970;-259158;NA;12.9;1;
 56.2989;9.78583;-323414;-733627;60;21.6;0;
 59.9188;10.7991;-234294;-335119;88;22;0;
 58.5037;13.1291;-108991;-498876;0;23.4;0;
 58.9473;5.57497;-539954;-411363;19;14.8;0;
 56.5392;13.8677;-69832;-719246;154;15.8;0;
 59.3022;8.417;-373787;-392304;704;11.2;0;
 58.8803;5.6632;-536016;-419490;26;15.3;0;
 55.6608;12.1841;-177923;-814303;29;18.9;0;
 59.4965;10.2924;-265946;-380069;132;18.9;0;
 58.0901;7.82027;-422593;-522984;17.9395;19.3;0;
 59.534;5.87271;-513765;-349107;37;17.7;0;
 55.4337;13.8245;-74759;-842968;NA;16.7;1;
 61.1259;28.1785;703039;-136134;-42.2734;22.8;1;
 59.0662;18.2184;184302;-433139;30;20.8;0;
 63.3671;10.395;-229348;49036;119;25;0;
 59.8757;10.4914;-251764;-338745;42;21.9;0;
 58.4606;8.75508;-363749;-487592;34;15.3;0;
 56.2236;9.62951;-333791;-741227;67;24.4;4;
 58.3148;12.3111;-157501;-518237;42;22.3;0;
 68.4212;17.3305;95745;605494;59;15.2;0;
 59.4305;18.0504;172764;-393062;26;21.4;0;
 68.4398;17.4116;98997;607694;57;19.7;0;
 59.3564;6.11151;-503137;-370587;17;18.6;0;
 60.32;25.01;549499;-255253;33;20.2;0;
 55.7132;12.5626;-153797;-809413;11;17.8;0;
 62.7822;22.9339;402480;642;65;18.4;0;
 59.295;11.1464;-219109;-405689;NA;21.1;1;
 59.9228;10.654;-242344;-334137;NA;21.9;1;
 61.1696;11.2753;-199708;-197780;626.751;19;0;
 60.7278;10.6312;-237530;-244650;344.651;23.2;0;
 64.4733;11.5174;-166852;168361;NA;22.6;1;
 62.9201;21.7417;340637;8988;20;16.8;0;
 60.8248;11.0051;-216559;-235199;138;23.7;0;
 55.6786;12.4652;-160093;-813049;10.9849;17.7;0;
 59.6608;9.67262;-299369;-359099;250;17.9;0;
 60.4665;5.34868;-527522;-242141;90;17.6;0;
 59.6319;17.1145;119043;-372768;39;22.1;0;
 62.6948;6.68439;-422991;-6549;69;22.4;0;
 67.2742;14.4667;-22976;475824;10;22.7;4;
 60.137;11.1899;-211086;-312225;211;21.8;0;
 57.666;11.9902;-179673;-589731;23;17.5;0;
 55.8515;12.4222;-162031;-793588;54;17.1;0;
 59.92;10.6572;-242187;-334460;33;21.4;0;
 55.3433;10.4331;-290935;-843451;25;22.1;0;
 60.3;10.6497;-239745;-292222;343;20.1;0;
 56.4148;15.5832;36095;-733614;NA;16.8;1;
 55.6467;12.5542;-154610;-816839;0;17.8;0;
 59.8172;10.2908;-263422;-344439;NA;24.9;1;
 59.2;17.7285;155633;-419539;36;22.5;0;
 61.0242;25.6551;571671;-172271;89;19;0;
 55.8038;12.1625;-178580;-798238;47;25.3;4;
 55.9648;9.39882;-350614;-768867;123;19.8;0;
 59.765;10.8084;-234891;-352244;90;24.4;0;
 61.3263;5.79846;-489467;-151053;72;19.2;0;
 58.2908;8.52942;-378752;-505136;NA;16.5;1;
 59.3706;18.1641;179526;-399416;14;22.5;0;
 59.7181;10.1633;-271371;-354915;240;17.6;0;
 69.685;18.7886;147267;749483;15;12.1;0;
 56.1243;10.1833;-300271;-755038;51;20.8;0;
 58.9652;5.7314;-530768;-410691;28;15.4;0;
 59.7768;18.7774;211631;-352370;NA;21.2;1;
 62.1508;6.07705;-462060;-62321;74;26.9;0;
 59.0868;12.8699;-121933;-433436;63;24.7;0;
 59.9562;10.6561;-241976;-330434;NA;20.4;1;
 63.0541;9.69202;-267154;17048;186;25.6;0;
 60.6916;6.86049;-442210;-228726;596;16.6;0;
 59.943;10.8202;-232943;-332507;147;19.4;0;
 56.4277;8.97289;-372351;-714871;20;17.4;0;
 67.0388;14.0255;-42381;449802;2;18.6;0;
 56.6643;12.7741;-136773;-703501;26;17.1;0;
 55.0996;14.707;-18806;-881074;16.1481;18.7;0;
 61.4608;5.8829;-482891;-136882;90;21.4;0;
 59.8059;10.8403;-232812;-347814;NA;21.3;1;
 67.295;14.431;-24494;478157;NA;17.7;1;
 59.2541;17.9751;169411;-412894;45;20.7;0;
 55.5956;12.1078;-183069;-821388;43;18.4;0;
 58.9082;5.66809;-535287;-416453;33;14.5;0;
 57.6657;10.4696;-270324;-584444;14;17.3;0;
 55.9684;9.60415;-337758;-769565;105;24.4;4;
 59.7715;7.37173;-426692;-333840;835;11.7;0;
 57.621;11.8815;-186400;-594441;NA;18.1;1;
 59.0174;9.74474;-301177;-430877;3;19.9;0;
 59.432;10.6652;-245402;-388718;37;19;0;
 59.5871;8.13063;-386603;-359046;732;12.8;0;
 59.9439;11.0179;-221934;-333106;182;20.9;0;
 58.4488;5.99762;-523658;-469869;33.8728;15.5;0;
 61.2945;12.2058;-149250;-186427;694;19;0;
 63.3885;10.4097;-228447;51357;104;22.7;0;
 61.5443;12.1142;-152893;-158452;830;18.5;0;
 60.9384;4.81012;-548431;-185744;24;18.7;0;
 56.9759;9.96202;-306583;-659014;49;19.9;0;
 60.0429;17.5564;142091;-326132;41;25.3;0;
 60.8056;11.1326;-209784;-237754;161;21.4;0;
 55.6394;12.4979;-158199;-817519;1.63421;19.1;0;
 60.1245;18.7853;209796;-313696;14;19.3;0;
 57.8266;12.2829;-161453;-572596;84;18.2;0;
 56.1574;10.1017;-305067;-750959;0;20.3;0;
 59.117;9.67614;-304182;-419492;NA;16.6;1;
 60.2629;25.0966;555208;-260788;26;24.3;4;
 60.4748;17.7301;149699;-277700;10;19.6;5;
 69.1196;18.2253;128565;685069;38;13.6;0;
 59.2865;17.9881;169983;-409253;37;26.8;4;
 56.0854;12.6983;-143747;-768071;46;17.2;0;
 57.6928;12.0046;-178675;-586782;NA;23.8;1;
 59.3003;17.9791;169400;-407741;NA;24.4;1;
 61.4434;10.1859;-255743;-163530;195;25.2;4;
 59.6479;9.65768;-300326;-360461;190;17.3;0;
 60.6441;5.06128;-540064;-220218;NA;18.4;1;
 58.9234;9.55824;-312726;-440428;NA;18.9;1;
 59.6867;10.3489;-261228;-359171;28;20.4;0;
 59.9109;10.5193;-249935;-334943;77;21.5;0;
 55.5175;13.2369;-111863;-832724;51;18.3;0;
 59.656;9.64381;-301029;-359497;171;16.7;0;
 57.4503;11.9573;-182775;-613699;24;20.1;0;
 59.2629;10.3638;-263794;-406319;56;18.7;0;
 59.9577;16.0128;56456;-337999;120;21.1;0;
 57.8582;14.3101;-40968;-572261;159;22.9;0;
 62.7784;22.7689;394202;-799;65;18;0;
 63.3522;10.3858;-229924;47416;NA;22.8;1;
 60.1775;10.1993;-265539;-304055;NA;20.7;1;
 56.6716;12.8359;-132950;-702815;23;19.2;0;
 57.4059;15.5025;30235;-622865;141.5;19.9;5;
 56.1577;15.1776;11072;-762535;12;15.3;0;
 59.9473;10.8004;-234014;-331957;NA;21;1;
 60.2031;25.1497;559150;-266902;20;25.1;4;
 56.0545;9.98903;-312966;-761903;87;20.6;0;
 61.3262;12.1561;-151747;-182788;802;18.4;0;
 56.7204;12.6856;-141983;-697039;14;17.3;0;
 60.1694;24.628;531190;-275033;NA;18.6;1;
 55.7023;13.1645;-115865;-811896;28;17.8;0;
 62.8005;18.0752;156242;-18447;14;21.4;0;
 59.7798;10.4403;-255369;-349196;NA;19.6;1;
 62.2631;8.2213;-350187;-63467;61;25.1;0;
 59.3419;18.0413;172715;-402946;72;23.4;0;
 60.3725;5.34285;-529403;-252438;23;19.4;0;
 58.5094;13.1364;-108547;-498253;50;22.8;0;
 59.9491;10.7735;-235498;-331659;109;23.3;0;
 59.9221;10.7349;-237845;-334517;33;22.6;0;
 59.9467;5.98327;-501159;-304475;69;18.6;0;
 60.2946;24.2895;510640;-263988;67;17.5;0;
 59.8994;10.8243;-233030;-337366;NA;20.8;1;
 61.3;23.6577;461111;-157971;87;18.4;0;
 63.4319;10.465;-225359;55975;48;26.6;4;
 57.9006;13.9336;-63246;-567223;300;20.3;0;
 59.2584;10.4746;-257535;-407268;8;18.1;0;
 56.8989;12.5011;-152521;-676673;10;17.2;0;
 55.9033;12.5074;-156453;-788002;27;17.2;0;
 61.0455;9.19281;-312361;-203258;634;18.4;0;
 59.8073;10.8076;-234629;-347540;NA;20;1;
 69.0808;18.7222;148602;681805;NA;16;1;
 55.5619;13.01;-126101;-827331;NA;22.3;1;
 59.4707;18.0481;172421;-388594;22;22.9;0;
 61.797;15.6478;34049;-133606;NA;20.1;1;
 55.5877;12.5772;-153406;-823500;2;18.3;0;
 56.3426;12.7572;-139066;-739431;NA;16.7;1;
 59.9244;10.9941;-223394;-335191;17;20.9;0;
 59.9124;10.7311;-238128;-335581;5;23;0;
 62.4667;5.99335;-461462;-26931;3;21;0;
 55.8192;13.1314;-117573;-798745;29;16.1;0;
 55.6959;12.4391;-161663;-811047;15;18.2;0;
 56.1607;10.1059;-304777;-750611;57;21.5;0;
 59.9131;10.5994;-245458;-335008;NA;21.4;1;
 60.0652;8.94162;-336096;-310630;NA;12.8;1;
 60.1495;24.6757;534134;-276828;11;29.4;4;
 55.6429;12.2217;-175635;-816410;30;18.6;0;
 60.4209;17.7665;151952;-283609;16;20;5;
 58.9459;5.57658;-539885;-411531;27;14.7;0;
 55.8393;12.9144;-131149;-796075;3;17.1;0;
 60.259;5.25551;-536062;-264205;39;18.5;0;
 63.3541;10.3694;-230724;47685;160;23.2;0;
 55.6672;12.5802;-152881;-814605;7;18.5;0;
 59.9091;10.7878;-234994;-336156;48;22.2;0;
 59.4167;9.05563;-336457;-383135;99;17.5;0;
 63.4081;10.794;-209208;52223;61;27.2;0;
 59.567;9.26852;-322949;-367553;84;16.1;0;
 59.9208;10.6933;-240171;-334507;22.9618;21.7;0;
 56.1733;15.5263;32795;-760670;15;17.6;0;
 56.1382;9.62085;-335127;-750708;33;21.7;0;
 55.0481;10.6845;-277164;-877591;NA;22.6;1;
 59.5647;10.4006;-259301;-372933;9;18.9;0;
 60.5327;8.78408;-339787;-257999;945;13.8;0;
 59.7435;10.181;-270168;-352168;11;19.7;0;
 55.7033;12.4714;-159592;-810299;18;18.2;0;
 70.0489;25.0718;383768;816044;30;22.8;5;
 55.7194;9.49781;-346782;-796788;99;19.8;0;
 55.7014;12.4783;-159166;-810529;NA;18.3;1;
 55.9326;12.3312;-167371;-784279;68;17.4;0;
 67.2778;14.5158;-20858;476209;24;22.7;4;
 59.6027;16.2126;68337;-377334;51;24.6;0;
 60.5478;5.22536;-532840;-232178;57;18;0;
 58.6732;11.2635;-216484;-475269;2;19.6;0;
 58.3456;7.9792;-410170;-495681;195;16.7;0;
 57.7551;16.6016;95386;-582801;24;22.1;0;
 61.7333;6.50691;-446048;-111363;29;20.7;0;
 68.0326;25.2316;425546;594282;220;11.2;5;
 60.2916;5.32595;-531673;-261202;50.2338;17.4;0;
 59.603;16.5743;88717;-376859;51;23.2;0;
 60.4677;22.1548;391715;-259854;19;19.5;0;
 56.2259;10.0191;-309607;-742919;87;19.4;0;
 60.1789;24.6777;533753;-273576;26;21.3;0;
 63.4063;10.4821;-224711;53076;199;25.5;0;
 59.8182;10.8977;-229516;-346654;144;23.5;0;
 59.1551;11.2755;-212680;-421684;51;20.5;0;
 56.4821;9.15425;-360626;-709845;NA;18.8;1;
 59.9443;10.7272;-238109;-332022;NA;21.1;1;
 59.0967;10.2604;-271030;-424360;41;16.8;0;
 58.9162;5.69334;-533720;-415781;30;15.2;0;
 63.4134;10.4241;-227535;54067;91;23.8;0;
 55.7737;12.9578;-128654;-803507;3;17.5;0;
 60.5367;16.2397;67860;-273335;129;15.8;0;
 55.4257;13.8062;-75939;-843843;5;18.3;0;
 55.933;9.12616;-367960;-770891;54;18.7;0;
 55.6407;8.35501;-419484;-798758;NA;21.2;1;
 63.3862;10.4006;-228917;51134;72;23.7;0;
 59.4195;16.4684;83217;-397435;NA;22.7;1;
 58.9592;5.7001;-532645;-411094;47;15.4;0;
 56.4961;13.4552;-95384;-723536;94;16.3;0;
 55.7788;12.177;-177791;-801076;NA;18.1;1;
 55.7633;12.4787;-158868;-803601;NA;22.6;1;
 60.1647;24.7339;537067;-274671;13;20.2;0;
 55.8594;12.4819;-158245;-792852;59;17.5;0;
 55.0508;8.82759;-396085;-867568;7;19.3;0;
 58.1678;8.02039;-409922;-515662;71;18.1;0;
 60.1757;12.9003;-116234;-312274;NA;25.4;1;
 59.2716;10.357;-264110;-405324;76;16.4;0;
 60.2608;6.62486;-461167;-274625;20;18.9;0;
 59.2411;10.2503;-270420;-408270;88;18.6;0;
 59.2903;9.71272;-300510;-400418;NA;15.7;1;
 56.0358;12.5989;-150159;-773393;20;19.5;0;
 61.1058;22.1897;385695;-189079;50;17.4;5;
 57.5493;11.9405;-183257;-602607;16;17.9;0;
 63.3063;10.1599;-241543;43154;80;22.9;0;
 58.2865;6.67542;-486798;-493134;80;19.3;0;
 60.773;15.3944;21429;-247627;66;15.4;0;
 63.2193;13.0756;-96402;25828;597;18.5;0;
 60.1825;24.7874;539696;-272264;32;20;0;
 62.2456;5.76346;-476680;-49594;NA;23.3;1;
 58.9354;5.7199;-531900;-413883;65;15.1;0;
 58.491;6.7692;-478433;-471217;326;16.8;0;
 60.7189;10.6191;-238255;-245594;346;23.8;0;
 59.115;10.8978;-234505;-424831;3;20.3;0;
 60.9401;9.45868;-299105;-216204;232;13.6;4;
 57.9892;12.4385;-151490;-554842;81;18.7;0;
 60.4517;8.72324;-343981;-266648;755;15.4;0;
 59.5297;18.0936;174677;-381907;33.3395;21.6;0;
 60.5683;15.0878;4802;-270469;168;16.5;0;
 55.5775;9.71133;-334662;-813764;30;19.8;0;
 59.2996;8.41924;-373690;-392606;725;12.3;0;
 61.7103;11.2826;-195842;-137758;NA;24.1;1;
 54.9889;9.87315;-329701;-880387;34;23.2;0;
 56.1577;9.53649;-340185;-748090;29;20.1;0;
 56.7914;15.2698;16522;-691621;192;15.2;0;
 59.2891;11.0552;-224329;-406031;52;20.1;0;
 59.3708;13.4727;-86683;-402781;53;25;0;
 60.1753;11.5195;-192614;-309003;151;22.4;0;
 58.1469;8.06711;-407439;-518277;87;18.8;0;
 59.9447;10.4981;-250853;-331106;NA;21.6;1;
 59.4607;17.7079;153236;-390569;21;26.7;0;
