lat;lon;x;y;z;val;dqc;
 60.1495;24.8833;545505;-275086;15;18.1;0;
 55.97;12.7702;-139706;-781142;12;18;0;
 59.3345;18.0786;174872;-403668;24;28.6;4;
 55.4724;13.1564;-117114;-837634;39;17.5;0;
 57.9253;11.6141;-200581;-559709;7;18.5;0;
 59.9017;10.5963;-245717;-336262;30;23.1;0;
 59.1669;9.66658;-304266;-413905;NA;16;1;
 63.4382;10.603;-218465;56198;100;29.3;4;
 59.0949;17.56;146494;-431637;46;22.3;0;
 57.8335;15.213;12658;-575216;214;23;5;
 59.4941;18.0741;173766;-385921;27;20.4;0;
 65.8223;13.2226;-81038;315076;38;24;0;
 60.1409;11.162;-212604;-311700;186;22.1;0;
 56.0896;12.2127;-174036;-766401;NA;17.6;1;
 56.3721;8.6425;-393312;-719097;34;17;0;
 55.7076;12.4974;-157934;-809882;NA;17.6;1;
 59.4585;18.083;174459;-389858;43;19.5;4;
 65.7524;15.2411;11023;306194;NA;17.1;1;
 58.1959;16.8311;107651;-533262;12;21.6;0;
 59.7741;8.78822;-347707;-342081;875;11.2;0;
 68.7915;16.5257;61707;645879;37;15.4;0;
 59.9435;10.6702;-241287;-331898;111;21;0;
 63.5606;22.5678;373833;84360;-17.34;17.6;1;
 55.9195;12.4389;-160678;-786020;NA;17.2;1;
 56.066;10.0663;-308051;-760992;56;22;0;
 55.703;12.4624;-160161;-810310;11;18.4;0;
 59.9296;10.6854;-240545;-333500;24;22.7;0;
 59.5138;11.8359;-178742;-383482;NA;24.2;1;
 60.1421;24.4341;521014;-279625;30;19.6;0;
 55.6539;12.5646;-153923;-816057;30;17.5;0;
 59.5209;16.0119;57171;-386640;45;23.3;0;
 55.3513;11.693;-210711;-847470;17;19.1;0;
 63.9783;20.0873;247949;118600;0;17.7;0;
 60.3288;8.52213;-356341;-279166;1201.4;11.1;0;
 68.4407;17.4572;100864;607865;195;14.6;0;
 60.3471;5.35921;-528936;-255368;93;18.8;0;
 58.1892;13.9525;-61600;-535041;147;24.4;0;
 62.5241;9.01558;-306584;-38642;708;24.2;0;
 59.9124;10.569;-247156;-334969;58;21.8;0;
 60.697;8.57021;-349614;-238656;907;16.1;0;
 68.6523;15.4588;18669;629652;32;18.7;0;
 60.293;24.2051;506058;-264832;90;20.5;0;
 55.7919;12.3634;-165998;-800108;NA;18;1;
 59.9385;10.9102;-227966;-333330;193;20;0;
 62.2664;10.7781;-218326;-74405;539;22;0;
 59.8474;10.7891;-235371;-343016;702;21.8;0;
 60.8975;10.2872;-254818;-224497;615;22;0;
 60.1713;5.44796;-526999;-275449;38;17.6;0;
 63.1122;7.74612;-364006;33029;5;26.3;4;
 60.4609;7.07096;-433992;-255635;NA;20.6;1;
 59.9314;10.7203;-238589;-333430;55;22.4;0;
 60.2659;9.38674;-309520;-290613;885;12.6;0;
 55.9106;9.92651;-318133;-777660;61;23.9;0;
 55.0557;9.751;-336928;-872283;17;20.2;0;
 55.8117;12.0489;-185684;-797032;5;18.8;0;
 62.2967;7.23609;-400401;-54004;216;24.5;0;
 59.2965;18.0001;170613;-408108;41;22.5;0;
 60.6568;10.9553;-220430;-253689;NA;23.6;1;
 61.1047;10.467;-243489;-202200;NA;24.9;1;
 55.8102;9.02569;-375512;-784005;50;19.1;0;
 63.6747;14.62;-18739;75080;340;18.3;5;
 54.8928;11.5042;-225524;-898189;3;23.8;0;
 55.6563;12.5669;-153767;-815794;NA;18.9;1;
 63.4156;10.4294;-227254;54293;111;25.7;0;
 55.4709;13.4937;-95696;-838360;69;16.9;0;
 59.9602;17.575;143493;-335292;34;24.7;0;
 57.0513;9.90035;-309660;-650317;56;19.4;0;
 55.515;9.64042;-339722;-820373;30;21.5;0;
 59.7227;10.7881;-236336;-356870;118;20.9;0;
 68.4924;16.5181;62189;612449;18;15.6;0;
 55.8191;12.4839;-158296;-797368;NA;18.6;1;
 60.2176;24.4765;522105;-270967;52;20.1;0;
 60.4398;22.3467;402530;-261755;37;18.9;0;
 61.6285;16.3533;71521;-151766;173;16.8;0;
 57.8127;12.3738;-156118;-574371;76;18.5;0;
 54.9136;9.7848;-336055;-888352;12;22.4;0;
 59.3333;14.4667;-30305;-407863;NA;19.9;1;
 56.0113;14.1054;-55995;-778551;10;16.4;0;
 60.3782;10.4251;-251483;-282681;167;20;0;
 59.1204;9.9194;-290283;-420238;47;16.4;0;
 55.2717;9.63065;-342615;-847502;NA;23.5;1;
 59.0821;9.79877;-297505;-423942;6;16.9;0;
 58.772;5.85292;-526910;-433006;127;16.1;0;
 59.731;10.3232;-262311;-354145;70;18.4;0;
 60.2951;5.3168;-532113;-260741;127.698;18.5;0;
 57.7605;11.8135;-189690;-578686;7;18;0;
 54.7645;11.1887;-246708;-911409;7;24.7;0;
 57.1268;10.2778;-286165;-643653;49.6843;18.3;0;
 56.0581;12.3402;-166225;-770262;NA;18.4;1;
 59.338;18.0793;174893;-403277;NA;26.5;1;
 60.2331;24.8124;540207;-266486;31;26.6;4;
 60.4774;14.4692;-29111;-280469;234;22;5;
 59.7622;10.8087;-234895;-352556;67;23;0;
 62.5564;7.70483;-373065;-28142;40;29.1;0;
 59.2547;10.7337;-242840;-408688;NA;19.6;1;
 57.4329;10.4969;-270517;-610492;33;16.4;0;
 64.5417;20.6457;269604;183293;79;16.2;0;
 60.153;24.7433;537778;-275880;32;18.3;0;
 60.8597;11.579;-185274;-233115;196.065;20.9;0;
 59.9616;10.8633;-230412;-330596;NA;21.7;1;
 59.3324;17.9531;167759;-404236;NA;25.9;1;
 58.4691;8.76987;-362799;-486732;NA;16;1;
 59.7394;10.1883;-269793;-352654;13;20.2;0;
 64.3243;10.4587;-218669;154993;NA;24.5;1;
 63.6644;9.4275;-274562;85783;5;31.6;4;
 55.7298;9.51566;-345560;-795724;NA;21;1;
 68.7641;17.158;87375;643550;42;16.4;0;
 59.1454;5.24971;-555113;-386760;20.67;14.6;0;
 55.6836;12.4206;-162885;-812377;NA;19.1;1;
 55.3974;12.8434;-137273;-845419;3;18.2;0;
 60.7965;11.0737;-213037;-238572;141;19.7;4;
 65.834;24.1072;413710;344603;49;16.9;0;
 64.9411;25.3682;486479;255187;10;19.3;0;
 63.4362;10.4253;-227295;56592;26;7.6;4;
 63.1198;7.72604;-364914;33982;36;26.7;0;
 69.6948;29.3782;554330;808474;50;9.3;0;
 59.8475;10.4758;-252854;-341816;NA;21.9;1;
 56.1555;10.1122;-304430;-751221;38;22.7;0;
 57.6927;12.0115;-178264;-586813;47;17;0;
 59.1573;10.1126;-278954;-416994;NA;15.4;1;
 59.2687;11.0435;-225133;-408258;28;22.1;0;
 55.4691;12.1636;-180165;-835709;8;18.3;0;
 56.2908;14.6585;-21210;-747596;NA;17.5;1;
 60.7732;10.6911;-233940;-239829;230;22.2;0;
 58.8517;5.74215;-531972;-423300;1;14.4;0;
 59.9914;11.0353;-220639;-327887;NA;22.3;1;
 59.2916;10.4214;-260295;-403364;55;18.2;0;
 58.7347;5.74151;-533880;-436203;NA;14.9;1;
 59.9703;10.6427;-242615;-328818;227;19.9;0;
 55.8506;8.17118;-428553;-774160;2;18.6;0;
 69.849;20.9338;228767;774082;13.3773;11.6;5;
 59.9178;5.31604;-538457;-302265;75;22.7;4;
 59.4975;10.2618;-267663;-379831;139;19.1;0;
 59.5056;11.3003;-209020;-382779;146;19.9;0;
 55.5987;12.5981;-152037;-822318;2;19.6;0;
 59.8386;6.84344;-455143;-322801;504;15.1;0;
 59.8574;17.6737;149466;-346504;NA;22.5;1;
 59.9595;10.7564;-236373;-330441;197;19.5;0;
 60.4586;5.33121;-528601;-242866;NA;18.1;1;
 55.4898;13.1152;-119674;-835609;NA;16.7;1;
 60.3864;5.21118;-536332;-249817;48;16.6;0;
 59.979;10.6533;-241960;-327891;420;19.6;0;
 59.9453;10.6418;-242854;-331591;156;20.5;0;
 69.6696;19.0329;156860;748339;30;11.8;0;
 62.6697;8.57422;-327507;-20351;20;31.6;4;
 59.8158;5.26071;-543223;-313029;63;16.1;0;
 58.8478;5.71433;-533622;-423500;35;16;0;
 57.4826;11.978;-181363;-610154;28;19.1;0;
 57.4041;11.9603;-182838;-618862;11;18.3;0;
 54.905;10.7773;-272267;-894009;19;20.6;0;
 63.168;14.5471;-22731;18761;333;18.5;0;
 59.1498;11.3743;-207077;-422596;131;20.3;0;
 62.7525;7.20333;-395952;-3488;223;27.2;0;
 60.1676;24.6599;532967;-274967;22;20.7;0;
 57.4973;18.4768;208544;-607136;39;21.4;0;
 61.5403;16.3763;72946;-161548;115;19.5;0;
 55.8567;12.5496;-154005;-793319;6.99176;17.9;0;
 57.6761;11.9042;-184749;-588361;NA;16.7;1;
 55.7685;12.4977;-157649;-803065;28;19.7;0;
 68.0166;15.327;13667;558604;6;19.6;5;
 58.7361;5.73563;-534194;-436000;132;15.4;0;
 67.2912;14.5722;-18418;477686;110;23.7;0;
 59.3244;17.9251;166210;-405200;38.4157;24.5;0;
 63.4312;10.4068;-228252;56103;NA;28.3;1;
 58.3715;8.65863;-370327;-496931;NA;16.4;1;
 59.1487;11.385;-206474;-422753;125;19.8;0;
 60.6209;8.52733;-352789;-246848;479;19.8;0;
 63.3842;13.1549;-91905;44040;NA;20.8;1;
 57.4198;12.8564;-128904;-619282;220;17.2;0;
 55.4963;11.9816;-191574;-832137;42;17.2;0;
 60.7976;10.6583;-235535;-237001;257;17.2;4;
 60.3312;5.34079;-530203;-256966;NA;19.3;1;
 62.5106;6.12947;-453861;-23066;25;23;0;
 56.3481;8.63303;-394161;-721711;23;17.9;0;
 60.9241;8.21171;-366374;-211523;975;14.1;0;
 58.6219;5.65058;-540909;-447889;46;15.2;0;
 57.7224;12.0653;-174906;-583648;69;18.3;0;
 58.3566;12.4141;-151284;-513826;NA;22.1;1;
 63.4234;10.4228;-227520;55181;112;21.5;0;
 65.0677;25.4948;490078;270049;14;17.3;0;
 58.1441;7.97099;-413100;-517974;71;18.6;0;
 60.2368;24.9281;546463;-265102;25;22.1;0;
 58.9467;5.69609;-533074;-412439;NA;15.5;1;
 63.429;10.5597;-220683;55325;8;20.7;0;
 60.4177;25.2539;561049;-242407;NA;20.9;1;
 58.0367;7.44945;-445019;-526402;NA;17.7;1;
 60.4949;10.0697;-269988;-268286;152;22.3;0;
 59.2816;10.1764;-274281;-403457;71;16.9;0;
 54.7966;11.8853;-201481;-910238;10;21.9;0;
 58.0355;14.9757;-1436;-552692;164;21.8;5;
 59.3403;17.9767;169058;-403295;17;20.1;0;
 60.3776;25.602;580658;-243722;11;17.7;0;
 61.4755;10.1334;-258257;-159759;793;19;0;
 56.5498;9.03171;-367462;-701610;16;18.4;0;
 59.3833;17.8793;163315;-398761;20;24.6;0;
 58.9214;9.48861;-316737;-440309;15;17.7;0;
 55.7272;13.4555;-97432;-809590;21;17.8;0;
 60.8137;11.341;-198441;-237516;233;21.3;0;
 56.9977;9.98693;-304880;-656703;10;20.3;0;
 59.9831;11.0336;-220791;-328804;154;22.4;0;
 66.3362;29.1239;626403;440254;251;12.6;5;
 59.8547;5.72455;-516914;-312568;102;17.1;0;
 59.3058;18.1044;176490;-406792;5;26.3;4;
 59.9311;10.7882;-234811;-333713;102;20.8;0;
 66.3182;14.2057;-35536;369399;50;20.7;0;
 65.6727;21.0157;275466;310196;40;16;5;
 59.1446;10.1962;-274297;-418765;62;16.5;0;
 59.7696;10.8136;-234567;-351751;113;22.6;0;
 59.8815;10.7783;-235724;-339188;108;21.9;0;
 55.6612;12.5718;-153437;-815257;3;17.5;0;
 59.4199;17.979;168778;-394431;32.271;28.3;4;
 64.6864;24.4895;449731;220791;4;20.8;5;
 58.9781;5.61287;-537299;-408284;9;15.9;0;
 58.8507;5.7275;-532824;-423289;18;15.5;0;
 59.2507;17.0821;118595;-415272;17.2128;22.3;0;
 63.1612;13.7365;-63427;18548;660;21;5;
 55.7592;12.1817;-177591;-803283;21;18.9;0;
 59.654;9.665;-299859;-359818;223;17.2;0;
 55.7665;12.5518;-154251;-803420;NA;17.3;1;
 58.0678;11.8505;-185810;-544537;41;21;0;
 59.9224;15.8386;46797;-342069;131;20.8;0;
 59.9406;10.9968;-223131;-333400;162;22.5;0;
 55.6051;11.7345;-206625;-819193;NA;17.4;1;
 59.2997;17.9486;167670;-407888;50;22.2;0;
 56.5666;9.97192;-309556;-704687;44;22.2;0;
 61.504;23.7016;460374;-135170;NA;18.3;1;
 58.5649;16.1664;67832;-493021;51;23.3;0;
 57.607;12.0365;-177214;-596440;37;17.2;0;
 59.5057;16.6736;94594;-387552;20;21.9;0;
 60.3423;5.37415;-528202;-256019;183;17.6;0;
 60.2465;24.8566;542394;-264640;30;22.5;0;
 55.6043;9.17964;-367947;-807867;71;22;0;
 58.4876;7.91902;-411931;-479554;338;15.1;0;
 59.8853;10.4925;-251628;-337683;NA;23.4;1;
 60.4862;22.0641;386544;-258357;17;17.5;0;
 58.6109;8.93127;-351938;-471888;NA;14.4;1;
 59.7202;10.3748;-259508;-355554;79;18.8;0;
 55.6434;12.4098;-163748;-816851;12;18.9;0;
 58.2295;8.10208;-404405;-509335;144.15;16.8;0;
 67.8537;20.2553;220886;549414;525;19.9;0;
 61.1292;25.3891;555646;-163077;99;17.1;0;
 59.6602;9.66801;-299633;-359144;223;16.5;0;
 59.9366;10.8182;-233101;-333211;117;20.6;0;
 57.1132;12.2747;-165316;-652181;25;19.4;0;
 55.4347;14.0308;-61638;-843075;15;16.7;0;
 58.5944;6.17987;-510904;-455254;330;18.3;0;
 60.9833;25.6551;572422;-176759;17;24.6;0;
 59.709;10.844;-233302;-358597;138;20.4;0;
 55.056;9.32149;-364426;-869907;46;22.1;0;
 57.6671;10.4789;-269759;-584327;8;20.5;0;
 59.6497;5.90634;-510069;-336617;35;18.6;0;
 62.3466;6.06194;-459821;-40648;17;22.1;0;
 55.4662;10.5653;-281577;-830295;NA;22.6;1;
 60.3944;22.3584;403745;-266702;8;17.7;0;
 59.4932;5.63746;-527574;-351701;NA;19.7;1;
 69.32;18.1497;124456;707320;140;11.5;0;
 59.3139;18.082;175174;-405952;NA;22.4;1;
 61.1006;8.60114;-343477;-194138;851;15.2;0;
 69.6302;18.038;118405;741803;NA;11.6;1;
 60.4907;5.3864;-525074;-239786;61;18.6;0;
 58.2486;8.38112;-387886;-508935;NA;18.1;1;
 57.0301;9.91594;-308903;-652754;3;20.2;0;
 63.294;12.3667;-131557;35385;559;22.1;5;
 59.8497;10.7931;-235131;-342775;NA;19.9;1;
 60.0107;5.39094;-532783;-292661;-38.1957;17.6;1;
 63.581;10.7396;-210637;71586;37;24.1;0;
 59.0229;10.0179;-285507;-431512;NA;16.5;1;
 58.3941;15.6298;36814;-512505;70;24;0;
 68.5138;14.7255;-11236;614130;2;19.2;0;
 63.7122;11.3614;-179105;84264;120;24.4;0;
 60.1533;11.1559;-212859;-310302;204;21.3;0;
 61.1201;10.4497;-244296;-200425;160;23;0;
 59.6758;9.63249;-301480;-357247;172;17.6;0;
 59.9241;10.766;-236098;-334409;26;21.3;0;
 60.1553;13.0391;-108622;-314787;119;24.2;0;
 57.0599;15.0537;3263;-661640;217;16.2;0;
 58.9775;9.85393;-295288;-435816;33;18.4;0;
 59.4173;11.3597;-206224;-392792;117;21.9;0;
 58.5901;16.1883;69053;-490188;24.6897;22.3;0;
 63.7052;11.2;-187087;83946;76;24.3;0;
 55.7916;12.3746;-165295;-800171;46;17.1;0;
 63.377;10.3497;-231520;50296;143;22;0;
 58.0987;7.97249;-413565;-523019;NA;19.4;1;
 59.8562;10.6575;-242650;-341550;86;19.8;0;
 56.2613;16.4081;87520;-749996;10;18.3;5;
 55.6646;12.187;-177721;-813886;NA;19.3;1;
 58.8232;5.75114;-531914;-426519;68;15.2;0;
 58.1633;13.7972;-70786;-537770;232;23.3;0;
 54.9611;10.0139;-320909;-884209;NA;20.9;1;
 55.7525;12.5893;-151948;-805077;NA;16.6;1;
 59.4145;17.7997;158652;-395488;32;23.6;0;
 61.9049;10.1164;-255534;-112069;870;21.5;5;
 56.2724;12.5054;-154976;-746706;NA;16.7;1;
 60.1119;11.3643;-201592;-315575;201;22.1;0;
 56.1877;10.6774;-269042;-750146;28;19.2;0;
 65.1894;18.7582;175388;248637;0;15.5;5;
 61.248;7.64949;-392480;-172387;191;18.9;0;
 59.939;10.7114;-239028;-332552;NA;23.5;1;
 55.0433;10.6642;-278502;-878040;15;22;0;
 58.8652;16.5715;90568;-459049;21;23.1;0;
 58.23;7.02254;-467386;-501962;273;17.5;0;
 59.383;17.9841;169257;-398524;29;40.8;4;
 54.7605;11.1852;-246961;-911844;3;23.5;0;
 59.9108;10.5194;-249931;-334955;77;20.9;0;
 59.9264;10.8776;-229867;-334558;213;21.8;0;
 60.6236;9.69655;-289197;-252386;544;18.9;0;
 57.5533;12.7783;-133083;-604222;99;18.8;0;
 63.4301;10.5264;-222327;55562;6;21.5;0;
 59.6273;17.8514;160529;-371678;24;21.7;0;
 69.9818;24.9397;379933;807827;22;14.7;5;
 68.3608;15.3368;13875;597047;13;20;5;
 55.3903;9.41413;-355243;-833078;NA;23.2;1;
 66.0155;12.954;-92596;336941;49;20.9;0;
 60.3056;5.3208;-531720;-259618;79;17.6;0;
 65.6276;22.1932;329739;310743;16;17;0;
 55.9587;11.7871;-201321;-779800;3;18.4;0;
 54.9207;9.585;-348832;-886494;NA;20.9;1;
 58.7801;5.67566;-536919;-430646;47;14.3;0;
 61.254;24.0376;481931;-160254;89;20.7;0;
 56.299;10.4774;-280594;-736864;40;19.4;0;
 61.9037;8.17031;-357048;-102932;418;30.8;4;
 55.4714;9.15094;-371110;-822536;NA;21.7;1;
 56.1878;9.61569;-334983;-745148;73;21.2;0;
 58.3192;8.23284;-395717;-500199;70;18.3;0;
 66.8155;13.9548;-45860;424962;150;19.8;0;
 59.9224;10.7754;-235587;-334633;28;21.5;0;
 66.3531;14.4191;-25954;373185;251;22.8;0;
 59.4273;18.024;171286;-393488;NA;20.2;1;
 60.0938;10.1265;-270264;-313044;111.367;21.7;0;
 63.3117;10.1864;-240179;43653;18;22.9;0;
 58.8555;5.70699;-533917;-422590;47;14.8;0;
 55.7235;12.4168;-162946;-807901;22;18.7;0;
 57.6452;12.04;-176809;-592189;NA;17.5;1;
 58.8657;5.76069;-530691;-421909;21;16.1;0;
 66.3199;14.1863;-36402;369599;NA;24;1;
 63.0421;10.3054;-236438;13316;177;27.3;0;
 59.2238;10.8996;-233629;-412738;17;19.3;0;
 57.508;11.9585;-182398;-607266;13;18.5;0;
 60.3374;5.29415;-532640;-255898;142;17.8;0;
 60.8029;11.0569;-213904;-237805;150;24.9;0;
 60.5215;8.19413;-372052;-255974;776;14.3;0;
 56.8878;12.5711;-148297;-678077;43;17.6;0;
 57.607;18.254;194572;-595601;39;22.7;0;
 59.4127;9.07227;-335558;-383666;NA;16.5;1;
 59.6512;10.6383;-245268;-364255;NA;18.8;1;
 62.677;8.55844;-328227;-19463;5;25.6;0;
 55.6647;12.5817;-152797;-814889;7;18.3;0;
 57.644;11.9143;-184318;-591970;NA;17.6;1;
 59.7294;10.3092;-263108;-354266;29;19.1;0;
 57.7189;12.799;-131211;-585785;189;17.4;0;
 63.9798;20.2605;256358;119446;0;18.4;0;
 60.0773;8.87172;-339834;-308922;925;12.4;0;
 59.075;18.3681;192815;-431720;15;22.1;0;
 57.0697;10.1677;-293303;-649520;29;18.7;0;
 59.7585;10.2949;-263671;-350975;141;19.3;0;
 60.2129;24.7726;538373;-269043;38;20;0;
 59.1317;10.2132;-273435;-420271;23.3012;16.8;0;
 55.3632;10.4698;-288444;-841390;21;22.5;0;
 55.7684;12.1829;-177471;-802256;NA;18.3;1;
 59.8465;5.76715;-514686;-313813;45;17.3;0;
 58.8166;5.76007;-531510;-427321;65;14.8;0;
 60.9074;11.5594;-186050;-227759;NA;23.2;1;
 55.9071;12.1466;-179067;-786635;13;18.4;0;
 60.9518;10.6066;-237164;-219692;155;23.1;0;
 56.8662;14.8005;-12191;-683274;169;15.8;0;
 69.4718;25.5163;411085;754955;153;14.5;5;
 63.8752;11.2964;-181258;102543;19;27.1;0;
 55.5318;9.73535;-333564;-818993;9;21.9;0;
 59.8365;10.4411;-254877;-342901;105;22.4;0;
 62.6616;8.61661;-325443;-21462;15;28.6;0;
 55.6345;12.4602;-160603;-817974;7;19;0;
 58.1668;7.99291;-411541;-515597;52;17.9;0;
 59.9427;10.6073;-244793;-331749;161;20.2;0;
 55.7371;12.3739;-165588;-806269;43;19.1;0;
 65.8251;21.6887;304417;330114;10;16.9;0;
 58.4251;15.7835;45756;-508949;61;23.7;0;
 57.6407;11.9561;-181841;-592457;NA;19.3;1;
 56.0887;12.3865;-163194;-766958;14;21.2;4;
 55.3819;13.1475;-117972;-847759;4;17.2;0;
 58.1059;7.96921;-413669;-522200;30.564;18.2;0;
 61.2217;10.5049;-240548;-189358;NA;17.8;1;
 59.9827;11.2675;-207788;-329628;130;19.7;0;
 61.0467;7.63418;-395854;-194542;85;19.9;0;
 55.4087;11.3977;-229147;-840034;53;20.5;0;
 59.1788;9.63994;-305672;-412457;NA;16.2;1;
 56.4212;10.2721;-292305;-722311;7;20.4;0;
 55.268;12.3404;-169873;-858716;15;18;0;
 59.312;18.475;197503;-405024;35;21.4;0;
 57.6582;12.119;-172028;-590953;104;16.8;0;
 60.2947;5.35156;-530224;-261072;127;17.9;0;
 60.1879;24.9619;549149;-270192;-4;27.6;1;
 58.9053;6.86845;-466869;-426127;620;15.2;0;
 63.0723;7.64978;-369325;29170;36;26.7;0;
 59.9158;10.8275;-232734;-335556;98;5.2;4;
 55.5973;12.315;-169954;-821766;8;18.7;0;
 58.8171;5.73989;-532655;-427099;97;14.1;0;
 56.1302;9.5521;-339476;-751240;34.779;21.4;0;
 59.9168;10.9457;-226142;-335866;199;21.5;0;
 59.3693;17.8108;159501;-400492;31;29.2;4;
 58.9501;17.4898;143103;-447921;39;28.9;4;
 58.435;8.72583;-365726;-490267;11;16.2;0;
 58.2171;11.4225;-210110;-526584;23;18.6;0;
 59.2306;17.4125;137490;-416852;41;25.5;0;
 55.5971;12.2443;-174427;-821599;16;19.3;0;
 58.7779;11.2068;-219077;-463424;24;16;0;
 59.5313;18.2158;181563;-381390;47;25.5;4;
 63.103;7.73509;-364672;32075;30;28.9;4;
 59.2774;10.4223;-260356;-404946;16;17.6;0;
 59.2014;10.884;-234676;-415172;NA;22;1;
 60.3486;18.3392;183800;-290152;13;17.8;0;
 60.1673;25.0795;555937;-271447;NA;18.1;1;
 62.6195;29.7916;749781;44306;83;21.3;0;
 63.5973;10.7532;-209846;73350;117.565;24.1;0;
 58.8366;5.72697;-533080;-424840;15;15.7;0;
 59.0898;9.68734;-303793;-422565;78;16.2;0;
 59.2703;10.4196;-260566;-405724;19;18;0;
 59.4989;8.18732;-384463;-369155;NA;13.5;1;
 56.123;12.6967;-143696;-763861;NA;21.9;1;
 58.9936;5.72976;-530407;-407545;5;25.2;4;
 59.4845;10.3217;-264391;-381523;NA;18.4;1;
 67.3578;15.612;26278;485177;-7.71868;42;1;
 60.5493;24.8979;539481;-230986;82;17.7;0;
 57.0126;9.81595;-315123;-654219;13;20.9;0;
 61.1066;10.4451;-244649;-201906;NA;22.7;1;
 58.9328;5.75164;-530135;-414432;NA;17.5;1;
 59.6021;16.524;85885;-377027;18;27.9;4;
 67.9909;15.6334;26501;555830;27;19.5;5;
 55.7492;12.3049;-169880;-804735;32;19.6;0;
 57.883;11.9584;-180424;-565444;42;19.1;0;
 56.2473;9.86339;-319075;-739771;74;19.3;0;
 59.6933;10.3978;-258434;-358635;NA;19.3;1;
 58.9635;5.73943;-530339;-410945;5;15.3;0;
 59.7811;5.48867;-531172;-318754;280.27;18;0;
 55.6609;12.345;-167762;-814724;15;18.6;0;
 55.7386;12.3677;-165972;-806085;36;17.8;0;
 58.5736;16.2345;71773;-491978;15;23.5;0;
 60.2912;9.29976;-314055;-287386;917;15;0;
 57.7189;11.953;-181612;-583727;10;18.3;0;
 55.7424;12.3128;-169414;-805517;32;18.7;0;
 59.0185;18.118;178815;-438732;13;19.6;0;
 61.1038;25.2915;550922;-166706;94;19;0;
 59.2283;10.93;-231868;-412348;NA;21.2;1;
 60.3761;5.11179;-541910;-250117;13;19.1;0;
 59.9562;10.69;-240090;-330561;180;19.7;0;
 59.7691;7.36734;-426968;-334076;823;10.8;0;
 60.0266;9.16874;-323921;-316075;341;15.8;0;
 59.2149;10.9513;-230750;-413915;25;21.2;0;
 60.2713;25.3887;570982;-257307;37;20.4;0;
 55.7435;12.4187;-162736;-805667;34;18.6;0;
 55.5671;10.453;-287897;-818516;-5.38105;25.2;1;
 65.555;22.3413;337420;303481;NA;19;1;
 62.4272;6.29846;-446520;-33436;NA;1.3;1;
 58.8286;5.75175;-531793;-425928;79;15.3;0;
 56.8867;9.84277;-314623;-668378;21.8478;20.1;0;
 60.5209;9.02969;-326522;-260579;931;13.3;0;
 55.7432;12.4635;-159914;-805813;NA;18.7;1;
 61.1019;7.50246;-402187;-187624;NA;20.8;1;
 59.3979;10.4645;-257014;-391724;37;17.8;0;
 57.422;13.3006;-102193;-619835;179;19.3;0;
 60.5269;12.0951;-159016;-271488;172;23.1;0;
 55.3381;8.79186;-395264;-835274;4;18.5;0;
 57.1585;18.3383;202208;-645373;27;20.9;5;
 55.5769;12.2854;-171923;-823972;2;18.8;0;
 59.3545;18.0899;175406;-401412;28;20.7;0;
 56.884;14.8235;-10780;-681288;181;15.4;0;
 56.6844;16.3307;81730;-702775;19;18.6;0;
 60.5179;22.4773;408645;-252296;30;17.1;0;
 57.6539;11.8678;-187040;-590732;13;17.5;0;
 63.7265;9.70633;-260287;91505;19;25.7;0;
 59.5752;17.5026;141129;-378295;44;22.5;0;
 59.3114;18.2455;184474;-405773;31;21.4;0;
 59.7296;10.2122;-268537;-353843;17;19;0;
 59.1906;10.8978;-233967;-416424;NA;20.3;1;
 55.3219;10.2565;-302342;-845029;29;20.5;0;
 62.1588;10.2011;-249005;-84245;664;25.6;5;
 60.1631;24.6976;535106;-275149;18;20.3;0;
 60.3401;5.28682;-532994;-255540;51;20.8;0;
 64.8597;11.2306;-178059;212046;0;23.2;5;
 59.8436;10.8174;-233819;-343542;102;4.8;4;
 59.6694;10.8051;-235770;-362856;133;22.7;0;
 59.9271;10.7278;-238203;-333935;68.2686;21.4;0;
 60.1738;5.45214;-526729;-275208;NA;18.2;1;
 63.8907;23.1048;395609;124009;NA;17;1;
 59.0085;9.98871;-287302;-432982;53;15.5;0;
 55.7652;12.5502;-154357;-803562;26;17;0;
 57.2806;16.4818;89474;-635949;10;21.7;5;
 55.4588;9.88891;-324505;-827935;29.0057;20.7;0;
 68.1541;14.1992;-33277;574130;1;15.3;0;
 59.4391;18.331;188593;-391316;25;18.7;4;
 59.8681;10.5409;-249063;-339782;NA;21.2;1;
 60.6693;17.2128;120602;-257157;23;16.2;0;
 55.6414;12.6271;-150026;-817605;5;17.8;0;
 66.3097;14.1322;-38837;368495;20;23;0;
 62.3455;5.84111;-471123;-39171;91;26.2;0;
 63.0299;21.5525;329869;20146;9;16.8;0;
 69.9662;23.3188;318582;797292;12;13.8;0;
 55.6907;12.5409;-155262;-811880;4;17.8;0;
 59.2207;10.2853;-268597;-410684;78;23.2;4;
 59.7425;10.3764;-259240;-353084;134;18.2;0;
 55.6697;13.1369;-117712;-815497;NA;17.5;1;
 56.1541;8.94348;-377043;-745184;NA;18;1;
 60.1539;10.2504;-262912;-306885;NA;22.1;1;
 68.4156;17.3896;98195;604958;48;24;0;
 57.7003;12.0115;-178224;-585965;24;17.7;0;
 59.4944;10.8448;-234801;-382453;NA;20.4;1;
 59.9357;23.1616;454054;-312040;17;27.4;4;
 69.6809;18.7699;146568;748982;35;11.5;0;
